FoodCost,TotalExpenses,age,FamilySize,townSize,ShopTJ
0.569884533,238336,39,5,4,1
0.507389635,541840,40,6,4,1
0.481095176,199420,47,4,4,1
0.472045983,650157,60,4,4,1
0.373725805,593708,44,8,4,1
0.396638122,189180,68,1,4,0
0.306745075,600616,44,4,4,1
0.249644381,787360,47,5,4,1
0.561245274,133047,83,1,4,1
0.688820102,131808,84,2,4,1
0.183906298,1130728,27,3,4,1
0.767256102,297460,58,4,4,1
0.498014833,173537,76,1,3,0
0.221924237,1628718,45,2,3,1
0.399270259,1213033,51,4,3,1
0.190482717,1897012,33,4,3,1
0.419903666,557023,68,1,3,0
0.420207681,779367,37,2,3,1
0.300120124,1644968,51,6,3,1
0.375688396,739400,57,2,3,1
0.233157188,2037338,54,5,3,1
0.370538713,535944,60,3,3,1
0.202594673,1360865,67,2,3,1
0.484078503,553968,49,2,3,1
0.371718093,683787,35,3,3,1
0.205633346,2307758,54,5,3,1
0.415855198,1729477,43,7,3,1
0.38496894,628778,35,3,3,1
0.367884405,846679,57,6,3,1
0.155199047,906320,27,4,3,1
0.118983573,734219,55,2,1,0
0.909478055,94397,66,1,1,1
0.363629078,698712,73,4,1,1
0.320655,1084580,73,6,1,1
0.464845185,234022,37,1,1,1
0.401307401,359186,93,2,1,1
0.435161246,220470,74,2,2,1
0.545240133,296794,72,3,2,1
0.668552327,272230,58,2,2,1
0.461845114,614076,53,6,2,1
0.571100536,1165378,36,6,2,1
0.394246031,722006,38,3,2,1
0.527349614,465619,59,2,2,1
0.312653805,1335701,43,5,2,1
0.175867811,1504994,35,4,2,1
0.192373119,1570760,53,4,2,1
0.111182253,865246,29,3,2,1
0.428494908,578742,53,4,2,1
0.295767491,653324,56,4,2,1
0.837954627,99972,77,2,2,1
0.28774392,844487,45,6,2,1
0.377020023,1006981,55,3,2,1
0.545153617,240468,70,4,2,1
0.261576325,1461539,47,6,2,1
0.464371748,701550,81,5,2,1
0.214614282,1379144,38,4,2,0
0.458189357,173640,76,2,3,1
0.339048539,397536,45,5,3,1
0.52545883,308066,77,2,3,1
0.198198198,150072,49,4,3,1
0.501885375,298084,32,5,3,1
0.355768871,1442622,63,5,3,1
0.260730008,1148974,56,5,3,1
0.284507727,587977,54,2,3,1
0.436938914,986591,45,5,3,1
0.457497857,445554,39,3,3,0
0.584974339,552202,34,5,3,1
0.267214142,731114,46,5,3,1
0.566020245,133762,75,1,3,0
0.375021868,228648,47,1,3,1
0.370074265,745980,49,6,3,1
0.229847168,614008,50,2,3,1
0.259935836,1442556,62,2,3,1
0.549294715,345534,47,4,3,1
0.589969464,284252,69,2,3,1
0.571853818,682629,39,9,3,1
0.606668638,571541,53,4,3,1
0.530079769,585942,44,5,3,1
0.348371578,708416,51,4,3,1
0.634333607,372498,46,4,3,1
0.619090079,379066,70,2,3,1
0.323759504,327490,55,3,3,0
0.44735764,585840,54,6,3,1
0.196620334,663024,24,3,3,1
0.427469358,486098,72,2,3,1
0.116344991,1498612,57,3,3,1
0.543379208,172064,82,2,1,1
0.474576558,710132,37,4,1,1
0.583435994,256508,49,2,1,0
0.278817547,295792,60,1,1,0
0.655454367,558910,42,6,1,1
0.609618614,333520,46,4,1,1
0.438763289,742259,51,6,2,1
0.510697066,409832,50,3,2,1
0.52231146,291106,78,2,2,1
0.119301067,1253568,45,4,2,1
0.365040071,496866,68,2,2,1
0.21713632,1146874,48,5,2,1
0.588672906,650052,31,4,2,1
0.562392831,762812,63,4,2,1
0.29605494,863637,48,7,2,1
0.409588861,789416,42,4,2,1
0.560282668,194716,58,2,2,1
0.421922979,693008,46,4,2,1
0.710654544,174442,60,3,2,1
0.426697382,665024,32,5,2,1
0.41415371,461674,29,5,2,1
0.796777021,355944,80,2,2,1
0.453828829,39072,85,1,2,0
0.493014809,372216,35,4,2,1
0.7349846,405184,33,7,2,1
0.535300775,229740,66,2,2,1
0.287002677,127734,69,2,2,1
0.645194962,490506,45,6,2,1
0.477945303,741248,59,3,2,1
0.640988709,590831,49,6,2,1
0.815003739,410511,42,4,2,1
0.835191476,62697,85,2,2,0
0.664179969,561119,55,4,2,1
0.862849286,85818,60,3,2,1
0.797747077,237203,42,4,2,1
0.824430447,195592,77,2,2,1
0.451147891,1333576,75,3,2,1
0.419757423,660410,43,5,2,1
0.409165359,694790,68,3,2,1
0.721079816,257303,60,3,1,1
0.63835311,251140,37,4,1,0
0.721514098,134628,74,2,1,1
0.280133014,378306,70,2,1,1
0.472426286,268571,58,6,1,1
0.550305422,168292,44,4,1,0
0.540420378,501121,54,5,1,1
0.300804276,1135928,32,4,1,1
0.509274019,457946,46,5,1,1
0.084335398,2396052,49,7,1,1
0.58640762,474148,58,4,1,1
0.332513197,854330,54,5,1,1
0.542928072,546216,48,7,3,1
0.785181953,586636,60,2,3,1
0.626310472,621532,41,4,3,1
0.465066726,677692,50,5,3,1
0.256060469,717065,51,5,3,1
0.52094387,487016,47,5,3,1
0.554032567,172322,27,3,2,1
0.767455238,55628,54,1,2,1
0.632456078,225856,25,3,2,1
0.583396608,205452,34,3,2,1
0.28114229,427072,72,3,2,1
0.712987887,130768,59,2,2,1
0.328955717,208028,69,2,2,1
0.482295692,483131,64,2,2,1
0.570283047,434486,38,4,2,1
0.735082547,135680,54,2,2,1
0.503300407,256332,36,4,2,1
0.374991585,356520,32,5,2,1
0.353762607,335140,56,3,2,1
0.34034301,396024,56,4,2,1
0.535171683,347268,51,4,2,1
0.401725813,177076,75,2,2,1
0.306420548,924703,54,6,2,1
0.451108568,890473,48,3,2,1
0.440384838,414928,47,6,2,1
0.524143123,95638,79,2,2,0
0.705590312,178863,77,3,2,1
0.552597119,357396,55,7,1,1
0.732794704,459190,43,5,1,1
0.536714159,204526,62,2,1,1
0.544506856,321164,55,3,1,1
0.587872559,157626,62,3,1,1
0.580477397,389948,42,5,1,1
0.312093436,1166484,70,3,3,1
0.699319752,453658,44,4,3,1
0.335569091,350366,75,3,3,1
0.296392003,577384,34,4,3,1
0.367989835,1089204,59,3,3,1
0.554967796,635936,55,2,3,1
0.314459214,515768,33,5,3,1
0.522720692,490434,59,2,3,1
0.312817128,475754,40,4,3,1
0.381784645,859846,60,1,3,1
0.558324257,633510,35,6,3,1
0.283523191,152044,76,2,3,0
0.2381565,388652,30,2,3,1
0.222666614,1812216,51,7,3,1
0.453575164,390136,62,4,3,1
0.770122688,486764,75,2,3,1
0.251094324,1196172,26,2,3,1
0.381378631,921436,43,5,3,1
0.692884485,177640,52,3,2,1
0.731343749,64134,48,1,2,1
0.816672372,116840,68,2,2,1
0.858760167,109176,73,2,2,1
0.867812293,242080,42,6,2,1
0.794991264,137360,77,2,2,1
0.798290216,214764,40,4,2,1
0.498249278,846508,44,8,2,1
0.850670829,139678,69,1,2,1
0.538042196,500050,40,5,2,1
0.480426069,830288,54,5,2,1
0.203907457,260118,56,2,2,1
0.296001772,993440,44,3,2,1
0.766892586,253188,68,2,1,1
0.643542891,635594,74,2,1,1
0.595383885,640192,50,5,1,1
0.667818846,452476,34,4,1,1
0.899418201,374700,68,1,1,0
0.692911469,98610,78,1,1,1
0.567181709,207750,60,3,1,1
0.439094314,198126,70,2,1,1
0.396118331,344594,62,2,4,0
0.201513827,1471899,47,7,4,1
0.295518354,1222408,50,4,4,1
0.269950634,898994,55,3,4,1
0.423247387,645750,36,4,4,1
0.23729708,462374,74,2,4,1
0.270743677,622286,49,4,4,1
0.159156775,1568265,49,5,4,1
0.31640566,1013193,72,2,4,1
0.463503594,395354,65,1,4,1
0.275365955,1749599,59,2,4,1
0.684444974,939722,23,4,4,1
0.457747544,1117367,42,5,4,1
0.378241226,3014214,40,7,4,0
0.312967404,569235,70,2,4,1
0.471482555,181538,70,2,1,1
0.41698101,402426,64,2,1,1
0.129167608,924721,47,3,1,1
0.33881911,598396,54,5,1,1
0.380257146,157809,79,2,1,1
0.378172898,657128,38,4,1,1
0.385979723,251122,35,3,1,1
0.182350349,467386,28,3,4,1
0,122010,73,1,4,1
0.337777353,334682,78,2,4,1
0.269702956,753288,49,4,4,1
0.30115848,1123714,34,7,4,1
0.265151616,1497332,37,4,4,1
0.408596761,486788,42,4,4,1
0.355365566,635357,46,2,4,1
0.489005929,833904,46,8,4,1
0.352004669,671707,51,4,4,1
0.173146622,336062,76,1,4,0
0.144517005,1136669,67,2,4,1
0.162134875,1313351,65,3,4,1
0.158399953,1395859,54,3,4,1
0.513861519,899721,40,6,4,1
0.341667989,334067,59,2,4,1
0.495921631,594110,63,4,4,0
0.342844081,586214,29,4,4,1
0.276746591,584925,49,3,4,1
0.634143134,395406,69,1,4,0
0.319115681,442736,36,3,4,1
0.444543751,532582,59,2,4,1
0.174925136,760714,76,2,4,1
0.342126534,1495739,56,5,4,1
0.475584588,598413,53,3,4,1
0.337574363,92116,59,1,4,0
0.33481086,1115603,42,5,4,1
0.351218541,1587308,51,5,4,1
0.355213759,748203,60,1,4,0
0.27231343,534678,33,2,4,1
0.319696871,430708,59,2,4,1
0.311383699,530715,33,3,4,1
0.370234198,1375162,40,5,4,1
0.26637517,871823,45,4,4,1
0.357786104,781193,53,2,4,0
0.130601596,1110063,60,4,4,1
0.107402884,1431172,54,1,4,0
0.427271553,232330,67,1,4,0
0.345272722,555584,63,1,4,0
0.189161237,1091619,32,4,4,1
0.348614232,587400,41,5,4,1
0.186279311,498284,29,4,4,1
0.613843621,1161488,48,4,4,1
0.360235171,343409,70,2,4,1
0.293129222,823473,45,3,4,1
0.370080182,278491,67,2,4,1
0.436634162,528534,48,3,4,1
0.385002281,376964,71,2,4,1
0.329333164,612474,45,5,4,1
0.282215419,215580,79,1,4,0
0.298678352,735748,23,4,4,1
0.650046802,472206,57,1,4,0
0.362976589,396830,75,2,4,1
0.238293145,907353,41,4,4,1
0.419247177,732284,48,3,4,1
0.457674853,763057,35,5,4,1
0.195955808,645370,64,5,4,1
0.161089754,915142,62,2,4,1
0.196533111,973149,57,1,4,0
0.264506833,412254,71,1,4,1
0.342006304,1196130,63,3,4,1
0.130904142,684837,56,1,4,0
0.28903021,519226,72,2,4,1
0.196611389,1267658,52,3,4,1
0.126115969,2259920,31,3,4,1
0.277903198,774284,60,2,4,1
0.225032757,1789695,58,6,4,1
0.134911029,1921029,53,4,4,1
0.389909155,842863,56,3,4,1
0.199327767,1550652,55,2,4,1
0.287030391,741148,44,4,4,1
0.263056291,1173802,42,7,4,1
0.383816994,851906,52,3,4,1
0.024910548,574054,72,2,4,1
0.322516928,943690,41,5,4,1
0.394367415,1063952,58,3,4,1
0.376231229,644072,65,3,4,1
0.380146951,917582,34,5,4,1
0.341320015,872202,57,2,4,1
0.266201723,736434,67,4,4,1
0.234898388,1391325,63,3,4,1
0.353916928,481921,46,2,4,1
0.200984396,849658,28,3,4,1
0.62622564,245790,56,1,4,0
0.256323566,893839,48,5,4,1
0.219259339,740420,46,4,4,1
0.416777671,353589,35,4,4,1
0.341828836,529692,34,3,4,0
0.246953588,1019560,53,2,4,1
0.391075441,770010,42,4,4,1
0.219914432,750983,36,5,4,1
0.232381772,1059102,40,5,4,1
0.205013891,240452,18,3,4,1
0.298967466,1283444,56,3,4,1
0.271767887,1510436,56,5,4,1
0.441344335,237411,84,2,4,1
0.163838525,2223604,33,5,4,1
0.039608565,1169747,29,4,4,1
0.341040465,1901053,60,3,4,1
0.379389996,1632547,41,8,4,1
0.141143868,316103,78,1,4,0
0.488866575,798721,50,10,4,1
0.220890193,815464,22,3,4,1
0.271970422,1871630,55,3,4,1
0.375797268,864828,34,5,4,1
0.335337138,393252,28,1,4,0
0.422390547,1203758,29,4,4,0
0.238995571,1568732,30,4,4,1
0.377712629,122114,56,1,4,1
0.196079418,1509776,68,3,4,1
0.199893153,497906,40,1,4,0
0.207141992,1617924,41,4,4,0
0.230118835,621870,61,2,4,1
0.074514764,1563878,62,3,4,1
0.303813283,784416,37,3,4,1
0.498924264,92030,77,1,4,0
0.202850666,1512699,35,4,4,1
0.123511437,5956080,54,7,4,1
0.280049935,1984189,54,5,4,1
0.107864085,1683934,66,2,4,1
0.13626712,1470318,36,3,4,1
0.08263696,1276136,36,4,4,1
0.17877627,898777,34,3,4,1
0.321510583,1184073,65,2,4,1
0.27486163,244996,65,2,4,1
0.13033244,1829322,38,4,4,1
0.185561957,612022,84,2,4,1
